,value
2018-12-25,83192845.39599977
2018-12-26,82135566.39599977
2018-12-27,81762056.39599977
2018-12-28,81387069.39599977
2019-01-02,81948525.39599977
2019-01-03,81934385.99799979
2019-01-04,81934385.99799979
2019-01-07,81934385.99799979
2019-01-08,81934385.99799979
2019-01-09,81934385.99799979
2019-01-10,81934385.99799979
2019-01-11,81934385.99799979
2019-01-14,81934385.99799979
2019-01-15,81934385.99799979
2019-01-16,81934385.99799979
2019-01-17,81934385.99799979
2019-01-18,81934385.99799979
2019-01-21,81934385.99799979
2019-01-22,81934385.99799979
2019-01-23,81934385.99799979
2019-01-24,81934385.99799979
2019-01-25,81934385.99799979
2019-01-28,81934385.99799979
2019-01-29,81934385.99799979
2019-01-30,81934385.99799979
2019-01-31,81934385.99799979
2019-02-01,81934385.99799979
2019-02-11,82940397.18299976
2019-02-12,84695771.18299975
2019-02-13,85574477.18299975
2019-02-14,87669264.18299972
2019-02-15,87962404.18299972
2019-02-18,86909830.18299972
2019-02-19,90086575.18299969
2019-02-20,90301900.18299969
2019-02-21,90433002.18299969
2019-02-22,90237466.18299969
2019-02-25,93030551.18299967
2019-02-26,98877230.18299963
2019-02-27,98535344.18299963
2019-02-28,98666042.18299963
2019-03-01,97856344.18299963
2019-03-04,99270451.04399961
2019-03-05,100902874.0439996
2019-03-06,102103846.0439996
2019-03-07,103950350.0439996
2019-03-08,104196043.0439996
2019-03-11,99313966.04399963
2019-03-12,102170854.04399961
2019-03-13,103321307.0439996
2019-03-14,102045548.04399961
2019-03-15,100063822.04399963
2019-03-18,101284355.04399963
2019-03-19,104037160.04399961
2019-03-20,103870697.04399961
2019-03-21,103804402.04399961
2019-03-22,104343025.04399961
2019-03-25,104274203.04399961
2019-03-26,102211349.04399963
2019-03-27,100435000.04399964
2019-03-28,101091640.04399964
2019-03-29,100162251.04399966
2019-04-01,104183961.04399963
2019-04-02,104892814.67799956
2019-04-03,104892814.67799956
2019-04-04,104892814.67799956
2019-04-08,104892814.67799956
2019-04-09,104892814.67799956
2019-04-10,104892814.67799956
2019-04-11,104892814.67799956
2019-04-12,104892814.67799956
2019-04-15,104892814.67799956
2019-04-16,104892814.67799956
2019-04-17,104892814.67799956
2019-04-18,104892814.67799956
2019-04-19,104892814.67799956
2019-04-22,104892814.67799956
2019-04-23,104892814.67799956
2019-04-24,104892814.67799956
2019-04-25,104892814.67799956
2019-04-26,104892814.67799956
2019-04-29,104892814.67799956
2019-04-30,104892814.67799956
2019-05-06,104892814.67799956
2019-05-07,101894056.2659996
2019-05-08,103382845.26599959
2019-05-09,102560929.26599959
2019-05-10,101251711.26599959
2019-05-13,104659841.26599956
2019-05-14,103428798.26599957
2019-05-15,102648864.26599959
2019-05-16,104280181.26599959
2019-05-17,104985148.26599957
2019-05-20,101646015.2659996
2019-05-21,101253242.2659996
2019-05-22,102834575.26599959
2019-05-23,102340480.26599959
2019-05-24,100874856.2659996
2019-05-27,100534247.2659996
2019-05-28,102347043.26599959
2019-05-29,102758310.26599957
2019-05-30,102419048.26599957
2019-05-31,101640280.26599957
2019-06-03,101669361.26599956
2019-06-04,101190199.77899957
2019-06-05,100284059.77899958
2019-06-06,100628612.77899958
2019-06-10,99665744.77899958
2019-06-11,100184533.77899958
2019-06-12,103242197.77899957
2019-06-13,102454906.77899957
2019-06-14,102576961.77899955
2019-06-17,101479879.77899955
2019-06-18,101618660.77899955
2019-06-19,101563543.77899955
2019-06-20,102702804.77899954
2019-06-21,105435108.7789995
2019-06-24,106428525.7789995
2019-06-25,106341285.7789995
2019-06-26,105848079.77899952
2019-06-27,105136577.77899952
2019-06-28,105986455.7789995
2019-07-01,105496515.7789995
2019-07-02,107290969.78699946
2019-07-03,107290969.78699946
2019-07-04,107290969.78699946
2019-07-05,107290969.78699946
2019-07-08,107290969.78699946
2019-07-09,107290969.78699946
2019-07-10,107290969.78699946
2019-07-11,107290969.78699946
2019-07-12,107290969.78699946
2019-07-15,107290969.78699946
2019-07-16,107290969.78699946
2019-07-17,107290969.78699946
2019-07-18,107290969.78699946
2019-07-19,107290969.78699946
2019-07-22,107290969.78699946
2019-07-23,107290969.78699946
2019-07-24,107290969.78699946
2019-07-25,107290969.78699946
2019-07-26,107290969.78699946
2019-07-29,107290969.78699946
2019-07-30,107290969.78699946
2019-07-31,107290969.78699946
2019-08-01,107290969.78699946
2019-08-02,106496251.9389995
2019-08-05,104699199.93899952
2019-08-06,102606291.93899953
2019-08-07,101516319.93899955
2019-08-08,101112645.93899955
2019-08-09,101803856.93899955
2019-08-12,100516782.93899955
2019-08-13,102233812.93899952
2019-08-14,101508243.93899952
2019-08-15,102123570.9389995
2019-08-16,102526555.9389995
