,value
2016-06-30,77613298.2700005
2016-07-01,77539243.2700005
2016-07-04,77496526.8390005
2016-07-05,79459445.83900051
2016-07-06,79830996.83900051
2016-07-07,80758964.83900052
2016-07-08,80561655.83900052
2016-07-11,80330759.83900052
2016-07-12,80804902.83900052
2016-07-13,82632715.83900052
2016-07-14,82715469.83900052
2016-07-15,82480770.83900052
2016-07-18,82135514.83900052
2016-07-19,81369986.83900051
2016-07-20,81449274.83900052
2016-07-21,80899384.83900052
2016-07-22,81032188.83900052
2016-07-25,80449880.83900052
2016-07-26,80661346.83900052
2016-07-27,81788113.83900054
2016-07-28,78919969.83900052
2016-07-29,78853357.83900052
2016-08-01,78203858.83900052
2016-08-02,77942059.63800052
2016-08-03,77942059.63800052
2016-08-04,77942059.63800052
2016-08-05,77942059.63800052
2016-08-08,77942059.63800052
2016-08-09,77942059.63800052
2016-08-10,77942059.63800052
2016-08-11,77942059.63800052
2016-08-12,77942059.63800052
2016-08-15,77942059.63800052
2016-08-16,77942059.63800052
2016-08-17,77942059.63800052
2016-08-18,77942059.63800052
2016-08-19,77942059.63800052
2016-08-22,77942059.63800052
2016-08-23,77942059.63800052
2016-08-24,77942059.63800052
2016-08-25,77942059.63800052
2016-08-26,77942059.63800052
2016-08-29,77942059.63800052
2016-08-30,77942059.63800052
2016-08-31,77942059.63800052
2016-09-01,77942059.63800052
2016-09-02,77382649.3810005
2016-09-05,77522552.3810005
2016-09-06,77748008.3810005
2016-09-07,78719757.38100052
2016-09-08,78512367.38100052
2016-09-09,78299600.38100052
2016-09-12,77615166.38100052
2016-09-13,76009908.3810005
2016-09-14,76286327.3810005
2016-09-19,75917211.3810005
2016-09-20,76646374.3810005
2016-09-21,76337731.3810005
2016-09-22,76569101.3810005
2016-09-23,77003938.3810005
2016-09-26,76720094.3810005
2016-09-27,74989476.38100049
2016-09-28,75643868.3810005
2016-09-29,75459385.3810005
2016-09-30,75690316.3810005
2016-10-10,75992230.38100052
2016-10-11,76944305.29800051
2016-10-12,77346667.29800051
2016-10-13,77342732.29800051
2016-10-14,77569367.29800051
2016-10-17,77395794.29800051
2016-10-18,76746907.29800051
2016-10-19,77718957.29800053
2016-10-20,77655057.29800053
2016-10-21,77627184.29800053
2016-10-24,77464462.29800053
2016-10-25,78272905.29800053
2016-10-26,78339397.29800053
2016-10-27,78061604.29800053
2016-10-28,77902567.29800053
2016-10-31,77438171.29800053
2016-11-01,77359608.29800053
2016-11-02,77846500.24100053
2016-11-03,77427476.24100053
2016-11-04,78349395.24100055
2016-11-07,77884026.24100055
2016-11-08,77987261.24100055
2016-11-09,78378475.24100055
2016-11-10,77811766.24100055
2016-11-11,78796570.24100055
2016-11-14,79653714.24100056
2016-11-15,80216517.24100056
2016-11-16,79833857.24100056
2016-11-17,79868072.24100058
2016-11-18,80097088.24100058
2016-11-21,79310207.24100058
2016-11-22,79562609.24100058
2016-11-23,80030552.24100058
2016-11-24,79698562.24100058
2016-11-25,79837364.24100058
2016-11-28,80214228.24100058
2016-11-29,80606468.24100058
2016-11-30,80455434.24100058
2016-12-01,79680190.24100056
2016-12-02,79819187.08300054
2016-12-05,78648027.08300054
2016-12-06,77083644.08300053
2016-12-07,76820685.08300053
2016-12-08,77494434.08300054
2016-12-09,77062857.08300054
2016-12-12,77565263.08300054
2016-12-13,75163161.08300053
2016-12-14,75779189.08300053
2016-12-15,75158400.08300053
2016-12-16,74996159.08300053
2016-12-19,75068704.08300053
2016-12-20,74720764.08300053
2016-12-21,74251128.08300053
2016-12-22,74984425.08300053
2016-12-23,75067185.08300053
2016-12-26,74184138.08300053
2016-12-27,74443684.08300053
2016-12-28,74328582.08300053
2016-12-29,73953717.08300053
2016-12-30,73856635.08300053
2017-01-03,73953469.08300053
2017-01-04,74094270.71100052
2017-01-05,74094270.71100052
2017-01-06,74094270.71100052
2017-01-09,74094270.71100052
2017-01-10,74094270.71100052
2017-01-11,74094270.71100052
2017-01-12,74094270.71100052
2017-01-13,74094270.71100052
2017-01-16,74094270.71100052
2017-01-17,74094270.71100052
2017-01-18,74094270.71100052
2017-01-19,74094270.71100052
2017-01-20,74094270.71100052
2017-01-23,74094270.71100052
2017-01-24,74094270.71100052
2017-01-25,74094270.71100052
2017-01-26,74094270.71100052
2017-02-03,74094270.71100052
2017-02-06,74094270.71100052
2017-02-07,74094270.71100052
2017-02-08,74094270.71100052
2017-02-09,74094270.71100052
2017-02-10,74094270.71100052
2017-02-13,74094270.71100052
2017-02-14,74094270.71100052
2017-02-15,74094270.71100052
2017-02-16,74094270.71100052
2017-02-17,74094270.71100052
2017-02-20,74094270.71100052
2017-02-21,74094270.71100052
2017-02-22,74094270.71100052
2017-02-23,74094270.71100052
2017-02-24,74094270.71100052
2017-02-27,74094270.71100052
2017-02-28,74094270.71100052
2017-03-01,74094270.71100052
2017-03-02,74433914.47400051
2017-03-03,74055031.47400051
2017-03-06,73899182.47400051
2017-03-07,74534544.47400051
2017-03-08,74726903.47400051
2017-03-09,74368007.47400051
2017-03-10,73838798.47400051
2017-03-13,73798126.47400051
2017-03-14,74630122.47400051
2017-03-15,74472454.47400051
2017-03-16,74468883.47400051
2017-03-17,75173813.47400053
2017-03-20,74234351.47400053
2017-03-21,74464826.47400053
2017-03-22,74757999.47400054
2017-03-23,74600287.47400054
2017-03-24,74790851.47400054
2017-03-27,75112433.47400054
2017-03-28,74838107.47400054
2017-03-29,74660803.47400054
2017-03-30,74426795.47400054
2017-03-31,73503723.47400053
2017-04-05,73657503.47400053
2017-04-06,74870245.73500052
2017-04-07,74746286.73500052
2017-04-10,74816279.73500052
2017-04-11,74072135.73500052
2017-04-12,74296617.73500052
2017-04-13,74027339.73500052
2017-04-14,74457100.73500052
2017-04-17,73823447.73500052
2017-04-18,73475307.73500052
2017-04-19,73302776.73500052
2017-04-20,72881042.73500052
2017-04-21,73180112.73500052
2017-04-24,72983178.73500052
2017-04-25,72079237.7350005
2017-04-26,72358384.7350005
2017-04-27,72400150.7350005
2017-04-28,72770375.7350005
2017-05-02,72598813.7350005
2017-05-03,72358707.0620005
2017-05-04,72358707.0620005
2017-05-05,72358707.0620005
2017-05-08,72358707.0620005
2017-05-09,72358707.0620005
2017-05-10,72358707.0620005
2017-05-11,72358707.0620005
2017-05-12,72358707.0620005
2017-05-15,72358707.0620005
2017-05-16,72358707.0620005
2017-05-17,72358707.0620005
2017-05-18,72358707.0620005
2017-05-19,72358707.0620005
2017-05-22,72358707.0620005
2017-05-23,72358707.0620005
2017-05-24,72358707.0620005
2017-05-25,72358707.0620005
2017-05-26,72358707.0620005
2017-05-31,72358707.0620005
2017-06-01,72358707.0620005
2017-06-02,71816425.6990005
2017-06-05,71976166.6990005
2017-06-06,72006777.6990005
2017-06-07,72283089.6990005
2017-06-08,73437909.6990005
2017-06-09,73535306.6990005
2017-06-12,73551700.69900051
2017-06-13,73247495.69900051
2017-06-14,73787926.69900052
2017-06-15,73262813.69900052
2017-06-16,73746801.69900052
2017-06-19,73829554.69900052
2017-06-20,74362742.69900052
2017-06-21,74212030.69900052
2017-06-22,74687131.69900052
2017-06-23,74105495.69900052
2017-06-26,74393455.69900052
2017-06-27,75407717.69900054
2017-06-28,75613217.69900054
2017-06-29,75098284.69900054
2017-06-30,75383243.69900054
2017-07-03,75485383.69900054
2017-07-04,75573872.60400054
2017-07-05,75171134.60400054
2017-07-06,75750561.60400054
2017-07-07,75799236.60400054
2017-07-10,76158594.60400054
2017-07-11,75991610.60400054
2017-07-12,75209548.60400054
2017-07-13,74978640.60400054
2017-07-14,75305674.60400054
